S0210-48062009000600012-1	<null>
S0210-48062009000600012-1	703745000
S0210-48062009000600012-1	703745000
S0210-48062009000600012-1	82753007
S0210-48062009000600012-1	386907005
S0210-48062009000600012-1	386907005
S0210-48062009000600012-1	82753007
S0210-48062009000600012-1	386919002
S0210-48062009000600012-1	<null>
S0210-48062009000600012-1	372584003
S0210-48062009000600012-1	386913001
S0210-48062009000600012-1	112215008
S0210-48062009000600012-1	112215008
S0210-48062009000600012-1	50988004
S0210-48062009000600012-1	50988004
S0210-48062009000600012-1	82753007
S0210-48062009000600012-1	<null>
S0210-48062009000600012-1	<null>
S0210-48062009000600012-1	102687007
S0210-48062009000600012-1	387137007
