S1699-695X2015000100011-1	445544008
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	409356003
S1699-695X2015000100011-1	121152001
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	116960002
S1699-695X2015000100011-1	121155004
S1699-695X2015000100011-1	116958004
S1699-695X2015000100011-1	66925006
S1699-695X2015000100011-1	76269006
S1699-695X2015000100011-1	88878007
S1699-695X2015000100011-1	<null>
S1699-695X2015000100011-1	116740002
S1699-695X2015000100011-1	27345002
S1699-695X2015000100011-1	86739005
S1699-695X2015000100011-1	51598008
S1699-695X2015000100011-1	55170008
S1699-695X2015000100011-1	27345002
S1699-695X2015000100011-1	255877006
S1699-695X2015000100011-1	387000003
S1699-695X2015000100011-1	387080000
S1699-695X2015000100011-1	386837002
S1699-695X2015000100011-1	699180000
S1699-695X2015000100011-1	699180000
S1699-695X2015000100011-1	372490001
S1699-695X2015000100011-1	387080000
S1699-695X2015000100011-1	372729009
S1699-695X2015000100011-1	264324001
S1699-695X2015000100011-1	419679002
S1699-695X2015000100011-1	63718003
S1699-695X2015000100011-1	372594008
S1699-695X2015000100011-1	264324001
