S0004-06142008000100008-1	<null>
S0004-06142008000100008-1	<null>
S0004-06142008000100008-1	722496004
S0004-06142008000100008-1	103092003
S0004-06142008000100008-1	67246004
S0004-06142008000100008-1	<null>
S0004-06142008000100008-1	<null>
S0004-06142008000100008-1	46583003
S0004-06142008000100008-1	444056009
S0004-06142008000100008-1	259987000
S0004-06142008000100008-1	130923003
S0004-06142008000100008-1	116823000
S0004-06142008000100008-1	116822005
S0004-06142008000100008-1	259987000
S0004-06142008000100008-1	<null>
