S1699-695X2015000300013-1	37656002
S1699-695X2015000300013-1	372772003
S1699-695X2015000300013-1	88480006
S1699-695X2015000300013-1	4076007
S1699-695X2015000300013-1	30178006
S1699-695X2015000300013-1	103187003
S1699-695X2015000300013-1	103184005
S1699-695X2015000300013-1	121128008
S1699-695X2015000300013-1	61275002
S1699-695X2015000300013-1	65428006
S1699-695X2015000300013-1	86211008
S1699-695X2015000300013-1	88480006
S1699-695X2015000300013-1	395835001
S1699-695X2015000300013-1	5540006
S1699-695X2015000300013-1	5540006
S1699-695X2015000300013-1	72717003
S1699-695X2015000300013-1	39972003
S1699-695X2015000300013-1	15373003
S1699-695X2015000300013-1	37656002
