S0378-48352004000900006-1	<null>
S0378-48352004000900006-1	115476009
S0378-48352004000900006-1	712718002
S0378-48352004000900006-1	31001006
S0378-48352004000900006-1	23038005
S0378-48352004000900006-1	83475004
S0378-48352004000900006-1	46583003
S0378-48352004000900006-1	89771004
S0378-48352004000900006-1	4167003
S0378-48352004000900006-1	<null>
S0378-48352004000900006-1	103092003
S0378-48352004000900006-1	<null>
S0378-48352004000900006-1	50988004
S0378-48352004000900006-1	44368005
S0378-48352004000900006-1	46583003
S0378-48352004000900006-1	75925000
